,description,variety,expensive,sparkling,province
1005,"Certified French organic with this vintage, this 100% Merlot is ripe, full-bodied and already showing its potential richness. Terroir-driven black fruits and generous tannins give a warm character to the wine that is then backed by black fruits and final acidity. This is a generous wine from the Verdier family, ready to age. Drink from 2018.",Bordeaux-style_Red_Blend,0,0,Bordeaux
10089,"Pear, honey and pineapple notes on the nose give way to more melony flavors on the palate. Mouthfeel is slightly oily, leaving behind the suggestion of quince and honey on the finish. Not complex, but mouthfilling and well balanced.",Pinot_Gris,0,0,Alsace
1023,"This estate, managed for the owner by Producteurs Plaimont, surrounds a perfectly preserved medieval castle. The wine is firm with tense tannins and intense juicy acidity. It has a structured character full of blackberry fruit and with a dry core. It hints at being mature already although it will be much better to drink from 2018.",Red_Blend,1,0,Southwest_France
148,"Dominated by the local Mourvèdre grapes, this is a ripe and complex wine. Its acidity is integrated with rich yellow fruits, spice and perfume. The wine is floral, poised and very stylish. Drink from late 2017.",Rosé,1,0,Provence
1136,"Wonderfully mellow and lifted flavors of ripe, aromatic apple rise from the glass. The same pure apple notes also play on the palate where they are pervaded by a zesty lifting freshness. This is precise and bone-dry, but the full expression of the tangy apple fruit gives this great richness and an clean finish.",Riesling,1,0,Alsace
6418,"How can a wine be this hugely concentrated, yet remain supremely elegant? Espresso, black olive and floral notes zoom from the glass, backed by layers of rich, creamy cherry fruit, making this a complex, complete wine. Tannins are amazingly supple, imparting a velvety feel to the long finish. Drink now–2025 and beyond.",Syrah,1,0,Rhône_Valley
6732,"A solid wine with plenty of lime, grapefruit and dusty mineral notes on both the nose and palate. Medium weight and a clean, fresh finish make this a good choice for lighter fare.",Riesling,0,0,Alsace
2871,"Firmly structured, this is a significant improvement on 2007, with the wood kept in play but not dominant. That's because the fruit is so bright, with juicy berries bubbling along, leaving refreshing acidity at the end.",Bordeaux-style_Red_Blend,0,0,Bordeaux
4198,"The village of Gamay, supposed home of the grape used to make Beaujolais, is actually located in Saint-Aubin, near Beaune. This rich, round white wine demonstrates the full style of the appellation, and it offers a minerally structure. For aging, but not for too long.",Chardonnay,1,0,Burgundy
486,"In the south of the Entre deux Mers region, this old property has produced a fruity, wood-aged wine. It has spice, smoky tannins and attractive, balanced black currant fruits. It's likely to age over the medium-term, so drink from 2016.",Bordeaux-style_Red_Blend,0,0,Bordeaux
2632,"With its concentrated fruit and weight, this is a wine that, as its name suggests, brings Tannat to its intense apogee. The wine is a blockbuster; with its power and density, it is on the edge of being too much.",Tannat,1,0,Southwest_France
503,"While the texture is light, the fruit and the wood flavors give this wine richness and a ripe, toast and apricot character. It has balanced acidity that allows a fresher edge to develop. The aftertaste, hinting at a steely edge, suggests the wine will age. Drink from 2017.",Chardonnay,1,0,Burgundy
2678,"Typical for Tardieu-Laurent, this wine is strongly marked by its barrel treatment, which may be enough to put off traditionalists. But the quality and concentration levels of the black cherry fruit underneath are high, and this rather full-bodied, muscular Crozes should develop nicely over the next 5–7 years.",Syrah,1,0,Rhône_Valley
1784,"This is a well-balanced and rich wine, with its tannins and acids giving it a sense of structure. With its black cherry and plum skin flavors, this is firm and smooth.",Gamay,0,0,Beaujolais
3885,"A massive wine for Margaux, packed with tannins and ripe fruit. It has more Cabernet Sauvignon than usual, giving intense black currant flavors with enticing acidity balanced by the sweetness of the fruit. Ripe swathes of this opulent fruit are also elegant and structured.",Bordeaux-style_Red_Blend,1,0,Bordeaux
160,"This starts out smooth and rounded and then begins to develop a drier, firmer character. Putting the flattering richness and the structure together and the wine is both rich and solid, with black currant fruits vying with a dry core. It still needs time; drink from 2017.",Bordeaux-style_Red_Blend,1,0,Bordeaux
5933,"This shows class and style immediately in its dry black cherry and soft leather aromas with chalk nuances on the nose. Opens with even, elegant cherry fruit; spice and leather accents atop a supple palate follow. The wine finishes gracefully, with good length and a sweet back-bouquet.",Pinot_Noir,1,0,Burgundy
8389,"This juicy, fruit forward Grenache offers flavors of red plum, blueberries and licorice supported by notes of rosemary and roses in the background. Silky texture with ample tannin and acidity leads into a fairly long and nicely evolving finish. Excellent choice for red meat dishes. Imported by The Portfolio Group.",Grenache,1,0,Languedoc-Roussillon
9432,"Despite being rather full-bodied, this isn't soft at all, instead offering up scents of lime and lemon and firm, assertive flavors of apple and citrus. Finishes crisp and long. This could work as a mouthwatering apéritif or perhaps with raw shellfish.",Riesling,0,0,Alsace
2155,"A big and bold wine, showing black plum fruits, an impressive structure and a solid, foursquare feel. It is obviously a wine for aging. Give it 2–3 years.",Malbec,1,0,Southwest_France
2463,"Crisp and clean, with citrus notes to go with flavors of almond and acacia blossom. Finishes with a fresh touch of ripe apples. Drink now.",Rhône-style_White_Blend,1,0,Rhône_Valley
2531,"The aroma is intensely herbal, while the palate has a richer apricot and pear character. There is an attractive spice element from the Muscadelle in the blend, with acidity giving a final lift.",Bordeaux-style_White_Blend,0,0,Southwest_France
9472,"A bit stern and tannic, but this tightly wound mix of black olives and espresso should come around by 2012 or shortly thereafter. It's chewy in texture, but finishes with decent fruit, so give it the benefit of the doubt.",Syrah,1,0,Rhône_Valley
4589,"Ripe, fruity wine with soft tannins in smooth black fruit. There is some spice, a core of dryness, but the dominant character is a full, gentle, ready-to-drink wine.",Bordeaux-style_Red_Blend,0,0,Bordeaux
3645,"Swathes of botrytis reveal themselves seductively on this sweet wine. It is rich in flavors, but still vibrant with acidity. Fine balance and intense flavors of apricots, honey and spice give it potential to age well. Drink from 2015.",Bordeaux-style_White_Blend,1,0,Bordeaux
58,"This is a blend from most parts of the village, with fruit from 14 different parcels. It is solid and firm while also having great swathes of raspberries and red plums laced together with acidity. The aftertaste is perfumed with a fresh lift. Drink from 2018",Pinot_Noir,1,0,Burgundy
8669,"There's a hint of caramel-like sweetness to the lush dark-fruit center of this Syrah. Dense, jammy blackberry and cherry flavors continue on the palate, with an overall round mouthfeel and a softly spiced finish. Drink up.",Syrah,0,0,Languedoc-Roussillon
6317,"Light, fresh citrus aromas filled by beautiful spicy wood, with lovely crisp final character. The spice and wood add to the crisp juiciness of the wine.",Chardonnay,1,0,Burgundy
9877,The core of plummy fruit in this kosher Syrah has an odd combination of lemony tartness and an almost Band-Aid flavor. One taster perceived an unusual green olive-caper note which doesn't necessarily help things. Offers a wood-accented sour lemon finish.,Syrah,0,0,Languedoc-Roussillon
8149,"Powerfully rich, with plenty of the dry tannins of Tannat, but also rich sweet plum fruits and concentrated wood to soften and round. There is acidity, but it fits comfortably into the firm fruits and solid final chunkiness.",Tannat,0,0,Southwest_France
6783,"Very soft while also full-bodied, this wine has a spicy character and only light acidity. It's a warm wine, open and completely ready to drink.",Pinot_Auxerrois,0,0,Alsace
2888,"Packed with juicy red cherries, this is a fresh, fruity Beaujolais to drink this winter. There is just a touch of tannin as well as refreshing acidity.",Gamay,0,0,Beaujolais
3272,"There is a skill to making an off-dry Champagne, blending sweetness and the fresh, lively character. This wine doesn't quite make it. The two elements—fruit and sweetness—are not integrated and leave a candied character.",Champagne_Blend,1,1,Champagne
8691,"This dry, full-bodied selection benefits from the rich Pinot in the blend. It has a tight, minerally texture, its acidity cutting the flavors of lime juice and orange zest.",Champagne_Blend,1,1,Champagne
5182,"A firm, ripe wine, with good sweet black currant fruit flavors. It is structured, but mainly showing fruit rather than tannins. There is a fine, fresh finish, hinting at wood.",Bordeaux-style_Red_Blend,0,0,Bordeaux
175,"Made from the oldest vines on the estate, this ripe and fruity wine is ready to drink. Its tannins are already integrated, leaving a smooth-textured wine that is accompanied by spice and red plum fruit flavors.",Red_Blend,0,0,Southwest_France
3693,"Fragrant wine, ripely perfumed, its tannins bringing out red berry fruits and a shapely structure. It also has a fresh feel to it from the intense acidity at the end. Age for a year, but drink now.",Pinot_Noir,1,0,Burgundy
2253,"In its bottle reminiscent of an old-style gin bottle, this is certainly a stand-out in terms of appearance. The wine is less interesting, pale in color, fat in style.",Rosé,0,0,Provence
